clase,olor,color_sombrero,forma_sombrero,superficie_sombrero,color_laminas,tamano_laminas,forma_tallo,color_tallo,tipo_anillo,numero_anillos,color_espora,poblacion,habitat,moretones,color_velo,textura,diametro_sombrero_cm,altura_tallo_cm
venenoso,anís,blanco,campana,escamosa,gris,ancha,agrandada,marrón,grande,uno,morado,agrupada,bosque,sí,blanco,húmeda,9.4,13.3
venenoso,mohoso,canela,convexo,estriada,rosa,angosta,ahusada,gris,ninguno,dos,blanco,abundante,pastizal,no,naranja,seca,4.1,7.5
comestible,ninguno,marrón,cónico,lisa,rojo,ancha,ahusada,marrón,grande,uno,marrón,abundante,urbano,no,blanco,viscosa,3.7,4.8
venenoso,creosota,gris,campana,fibrosa,rosa,ancha,ahusada,blanco,ninguno,dos,negro,abundante,bosque,no,marrón,seca,6.9,8.4
venenoso,picante,gris,cónico,lisa,marrón,ancha,ahusada,blanco,ninguno,ninguno,negro,dispersa,bosque,sí,blanco,viscosa,5.7,5.9
venenoso,almendra,rosa,convexo,fibrosa,verde,angosta,ahusada,rosa,evanescente,uno,blanco,varias,desechos,no,marrón,húmeda,7.8,4.4
venenoso,creosota,canela,hundido,lisa,gris,angosta,agrandada,canela,ninguno,dos,café,agrupada,urbano,sí,marrón,húmeda,6.7,3.6
venenoso,picante,marrón,plano,fibrosa,blanco,angosta,ahusada,rosa,colgante,uno,café,numerosa,desechos,sí,naranja,seca,8.4,7.6
venenoso,almendra,verde,plano,estriada,verde,angosta,ahusada,rosa,grande,uno,marrón,abundante,bosque,sí,marrón,viscosa,6.2,9.8
comestible,almendra,amarillo,campana,lisa,gris,ancha,agrandada,canela,ninguno,ninguno,blanco,solitaria,senderos,sí,naranja,húmeda,3.1,9.1
comestible,anís,marrón,cónico,escamosa,rosa,angosta,ahusada,gris,grande,ninguno,blanco,varias,senderos,no,blanco,húmeda,6.4,7.6
comestible,fétido,gris,plano,lisa,negro,angosta,ahusada,canela,grande,dos,marrón,numerosa,hojas,no,naranja,húmeda,3.5,8.0
comestible,anís,verde,plano,estriada,rosa,ancha,agrandada,blanco,grande,dos,blanco,agrupada,senderos,no,blanco,húmeda,3.9,6.5
venenoso,pescado,blanco,hundido,escamosa,gris,angosta,agrandada,canela,grande,ninguno,verde,numerosa,urbano,no,naranja,seca,4.4,11.8
comestible,fétido,amarillo,nudoso,fibrosa,rosa,angosta,ahusada,rosa,ninguno,ninguno,café,dispersa,urbano,no,naranja,húmeda,4.8,6.1
comestible,mohoso,gris,hundido,lisa,verde,ancha,agrandada,canela,ninguno,dos,morado,abundante,urbano,sí,marrón,seca,8.2,8.3
venenoso,creosota,canela,convexo,estriada,verde,angosta,ahusada,rosa,ninguno,ninguno,morado,varias,pastizal,sí,blanco,viscosa,3.3,8.4
comestible,almendra,gris,hundido,fibrosa,rojo,ancha,agrandada,blanco,evanescente,dos,café,agrupada,bosque,sí,blanco,húmeda,7.4,8.1
venenoso,ninguno,verde,nudoso,escamosa,verde,ancha,ahusada,rosa,ninguno,dos,morado,dispersa,bosque,sí,blanco,viscosa,8.2,5.2
comestible,picante,rosa,nudoso,lisa,marrón,ancha,ahusada,marrón,colgante,uno,negro,agrupada,pastizal,sí,blanco,húmeda,7.2,6.1
venenoso,mohoso,gris,hundido,fibrosa,negro,angosta,ahusada,gris,ninguno,uno,blanco,abundante,hojas,sí,naranja,seca,7.3,11.9
venenoso,picante,verde,plano,fibrosa,morado,angosta,ahusada,canela,colgante,dos,negro,numerosa,bosque,no,blanco,húmeda,5.7,9.0
venenoso,mohoso,canela,hundido,estriada,marrón,ancha,ahusada,marrón,evanescente,uno,blanco,numerosa,hojas,sí,naranja,seca,8.0,5.9
comestible,almendra,marrón,hundido,estriada,rojo,angosta,ahusada,blanco,evanescente,uno,morado,dispersa,pastizal,no,naranja,viscosa,5.0,4.9
venenoso,pescado,marrón,hundido,fibrosa,gris,ancha,ahusada,canela,colgante,ninguno,morado,abundante,senderos,no,blanco,húmeda,7.9,4.7
comestible,ninguno,amarillo,hundido,escamosa,gris,angosta,ahusada,blanco,colgante,dos,café,agrupada,pastizal,no,marrón,viscosa,7.4,8.8
comestible,creosota,rosa,cónico,fibrosa,morado,angosta,agrandada,canela,evanescente,uno,negro,dispersa,urbano,sí,marrón,viscosa,5.7,5.6
venenoso,fétido,rojo,hundido,lisa,negro,angosta,ahusada,canela,ninguno,uno,negro,varias,hojas,sí,marrón,viscosa,4.0,5.0
venenoso,pescado,blanco,cónico,estriada,blanco,angosta,ahusada,rosa,colgante,dos,café,abundante,urbano,sí,blanco,seca,3.6,10.6
venenoso,picante,rosa,campana,fibrosa,marrón,angosta,ahusada,marrón,ninguno,uno,blanco,agrupada,pastizal,sí,marrón,viscosa,7.2,9.9
venenoso,picante,canela,campana,fibrosa,marrón,ancha,agrandada,gris,grande,dos,morado,solitaria,hojas,sí,naranja,seca,6.2,8.1
venenoso,creosota,blanco,campana,fibrosa,gris,ancha,ahusada,gris,ninguno,uno,marrón,numerosa,urbano,sí,marrón,seca,4.2,5.2
comestible,almendra,rosa,campana,fibrosa,marrón,angosta,agrandada,gris,ninguno,uno,blanco,numerosa,urbano,sí,naranja,viscosa,6.2,6.5
venenoso,pescado,canela,cónico,estriada,rojo,angosta,ahusada,rosa,grande,ninguno,blanco,abundante,bosque,no,naranja,viscosa,1.0,3.9
venenoso,ninguno,rojo,campana,estriada,blanco,ancha,agrandada,marrón,evanescente,ninguno,verde,abundante,urbano,sí,blanco,viscosa,8.9,11.2
venenoso,mohoso,amarillo,campana,estriada,marrón,ancha,agrandada,blanco,evanescente,dos,verde,solitaria,desechos,no,marrón,viscosa,4.4,8.7
comestible,almendra,amarillo,nudoso,escamosa,rosa,ancha,agrandada,marrón,grande,dos,verde,agrupada,pastizal,sí,blanco,viscosa,7.0,7.5
comestible,pescado,rojo,nudoso,estriada,rosa,angosta,ahusada,blanco,evanescente,ninguno,marrón,numerosa,hojas,no,marrón,húmeda,6.0,9.9
comestible,fétido,verde,plano,escamosa,rojo,ancha,ahusada,marrón,colgante,dos,marrón,solitaria,bosque,no,naranja,húmeda,6.3,9.1
venenoso,fétido,gris,hundido,escamosa,marrón,ancha,agrandada,gris,ninguno,uno,morado,numerosa,desechos,no,marrón,seca,7.6,8.7
comestible,picante,gris,nudoso,escamosa,rosa,angosta,agrandada,blanco,grande,uno,negro,dispersa,urbano,sí,naranja,seca,6.0,8.7
comestible,almendra,rosa,campana,lisa,rosa,angosta,agrandada,rosa,colgante,dos,marrón,abundante,desechos,no,naranja,seca,8.5,5.9
comestible,pescado,blanco,campana,fibrosa,gris,ancha,ahusada,blanco,grande,ninguno,morado,varias,desechos,sí,naranja,húmeda,9.0,3.4
venenoso,anís,marrón,campana,fibrosa,blanco,ancha,ahusada,rosa,evanescente,uno,morado,agrupada,bosque,no,naranja,húmeda,7.9,6.1
venenoso,picante,gris,campana,estriada,marrón,ancha,ahusada,gris,colgante,ninguno,blanco,agrupada,hojas,sí,blanco,húmeda,8.7,8.0
comestible,ninguno,canela,campana,lisa,rojo,angosta,ahusada,rosa,evanescente,uno,café,solitaria,bosque,no,blanco,seca,10.8,6.8
venenoso,almendra,verde,hundido,fibrosa,morado,angosta,ahusada,canela,colgante,ninguno,morado,abundante,pastizal,sí,naranja,húmeda,4.7,11.3
venenoso,pescado,gris,nudoso,lisa,rosa,ancha,agrandada,gris,ninguno,ninguno,verde,dispersa,desechos,sí,blanco,seca,9.6,5.4
comestible,fétido,amarillo,campana,estriada,morado,angosta,agrandada,blanco,evanescente,uno,café,numerosa,urbano,no,naranja,seca,6.0,7.3
comestible,pescado,amarillo,plano,escamosa,gris,ancha,ahusada,marrón,ninguno,ninguno,blanco,numerosa,desechos,no,blanco,seca,3.8,6.5
comestible,fétido,amarillo,convexo,lisa,verde,ancha,agrandada,blanco,ninguno,dos,negro,varias,pastizal,sí,blanco,viscosa,8.9,7.6
comestible,almendra,verde,campana,escamosa,gris,ancha,agrandada,gris,ninguno,uno,marrón,numerosa,urbano,sí,naranja,seca,5.6,5.0
comestible,ninguno,rosa,campana,escamosa,rosa,ancha,agrandada,gris,evanescente,dos,negro,abundante,desechos,no,naranja,seca,4.3,5.7
comestible,pescado,gris,campana,escamosa,morado,ancha,ahusada,marrón,ninguno,uno,marrón,agrupada,urbano,sí,naranja,viscosa,5.5,3.5
venenoso,creosota,marrón,cónico,lisa,gris,angosta,ahusada,blanco,grande,ninguno,morado,agrupada,bosque,sí,blanco,seca,3.5,6.3
comestible,pescado,canela,plano,lisa,morado,angosta,ahusada,marrón,ninguno,dos,café,varias,desechos,no,blanco,húmeda,7.4,9.6
venenoso,mohoso,rojo,nudoso,lisa,morado,angosta,ahusada,gris,ninguno,uno,negro,varias,bosque,no,naranja,húmeda,6.3,9.8
comestible,pescado,amarillo,nudoso,fibrosa,gris,ancha,agrandada,canela,colgante,uno,negro,agrupada,desechos,sí,blanco,viscosa,6.9,5.4
venenoso,mohoso,rojo,nudoso,lisa,gris,ancha,agrandada,marrón,evanescente,uno,marrón,agrupada,hojas,sí,marrón,viscosa,5.1,2.5
venenoso,ninguno,amarillo,plano,estriada,negro,angosta,ahusada,blanco,ninguno,dos,verde,agrupada,pastizal,sí,marrón,viscosa,8.1,8.8
venenoso,pescado,rosa,nudoso,estriada,rosa,angosta,ahusada,gris,ninguno,ninguno,verde,varias,bosque,no,naranja,seca,4.9,10.8
comestible,almendra,verde,hundido,fibrosa,rojo,angosta,ahusada,blanco,grande,ninguno,negro,numerosa,pastizal,no,blanco,seca,7.6,8.8
venenoso,creosota,canela,cónico,escamosa,gris,ancha,agrandada,marrón,evanescente,dos,café,solitaria,senderos,no,naranja,seca,3.6,7.0
comestible,pescado,rosa,plano,fibrosa,negro,ancha,ahusada,blanco,ninguno,ninguno,blanco,solitaria,desechos,sí,blanco,viscosa,7.9,5.8
comestible,mohoso,rosa,plano,estriada,negro,ancha,agrandada,gris,evanescente,dos,blanco,agrupada,urbano,sí,naranja,viscosa,5.0,7.4
comestible,almendra,marrón,hundido,lisa,verde,angosta,ahusada,gris,ninguno,dos,café,varias,hojas,sí,naranja,húmeda,5.5,3.2
venenoso,creosota,rosa,plano,estriada,marrón,angosta,ahusada,gris,grande,dos,café,abundante,senderos,no,naranja,viscosa,9.9,9.1
venenoso,pescado,rosa,plano,lisa,rosa,ancha,ahusada,blanco,colgante,ninguno,negro,abundante,urbano,sí,marrón,seca,7.1,9.1
venenoso,fétido,gris,plano,escamosa,rojo,ancha,agrandada,canela,ninguno,uno,blanco,dispersa,bosque,no,blanco,seca,8.2,5.5
venenoso,ninguno,rosa,campana,fibrosa,negro,angosta,ahusada,rosa,colgante,uno,morado,abundante,bosque,no,marrón,seca,7.3,6.3
venenoso,picante,gris,cónico,lisa,verde,angosta,ahusada,canela,grande,uno,verde,solitaria,desechos,sí,naranja,viscosa,6.4,7.2
comestible,anís,amarillo,plano,estriada,gris,angosta,agrandada,canela,colgante,dos,marrón,varias,pastizal,no,blanco,seca,3.3,5.3
comestible,anís,canela,plano,lisa,morado,ancha,agrandada,rosa,colgante,dos,negro,solitaria,desechos,no,blanco,viscosa,8.2,8.5
venenoso,fétido,gris,hundido,estriada,rojo,angosta,ahusada,canela,ninguno,uno,marrón,varias,desechos,no,naranja,húmeda,8.0,7.1
comestible,anís,canela,convexo,fibrosa,rosa,ancha,agrandada,gris,ninguno,dos,café,abundante,urbano,sí,naranja,húmeda,6.9,4.7
venenoso,creosota,verde,cónico,escamosa,rosa,angosta,ahusada,rosa,evanescente,uno,verde,varias,desechos,no,blanco,seca,7.3,8.2
comestible,fétido,blanco,plano,escamosa,blanco,ancha,agrandada,marrón,ninguno,dos,morado,solitaria,senderos,sí,blanco,húmeda,5.5,3.3
venenoso,ninguno,verde,plano,escamosa,rojo,ancha,ahusada,marrón,colgante,dos,verde,solitaria,urbano,sí,marrón,seca,8.5,4.1
venenoso,picante,gris,cónico,escamosa,blanco,ancha,ahusada,rosa,evanescente,uno,café,solitaria,hojas,sí,blanco,seca,2.7,8.0
comestible,almendra,canela,convexo,escamosa,rosa,ancha,ahusada,blanco,colgante,dos,negro,varias,urbano,no,blanco,húmeda,3.6,7.1
comestible,pescado,rosa,nudoso,estriada,gris,ancha,agrandada,rosa,ninguno,ninguno,café,varias,urbano,sí,marrón,seca,5.1,9.0
venenoso,creosota,marrón,plano,estriada,blanco,angosta,ahusada,rosa,colgante,ninguno,verde,dispersa,urbano,sí,naranja,seca,7.3,9.1
venenoso,creosota,rojo,plano,fibrosa,morado,ancha,ahusada,marrón,evanescente,uno,blanco,dispersa,desechos,sí,naranja,seca,5.5,6.9
venenoso,picante,rojo,cónico,escamosa,morado,ancha,ahusada,canela,colgante,uno,blanco,varias,urbano,sí,naranja,viscosa,3.4,5.6
venenoso,picante,rojo,campana,fibrosa,rosa,ancha,agrandada,blanco,colgante,dos,morado,solitaria,desechos,no,naranja,húmeda,5.5,8.3
venenoso,picante,rojo,hundido,lisa,blanco,angosta,ahusada,canela,evanescente,dos,café,solitaria,hojas,no,marrón,seca,5.7,5.4
comestible,anís,gris,convexo,lisa,morado,ancha,agrandada,canela,ninguno,dos,morado,varias,urbano,sí,naranja,seca,8.1,8.0
comestible,pescado,canela,convexo,lisa,marrón,angosta,ahusada,marrón,ninguno,dos,verde,abundante,senderos,no,blanco,húmeda,5.8,7.7
comestible,anís,blanco,convexo,lisa,blanco,ancha,agrandada,rosa,colgante,dos,morado,varias,senderos,sí,blanco,seca,7.6,10.7
comestible,picante,gris,plano,estriada,gris,ancha,agrandada,rosa,grande,dos,café,dispersa,desechos,sí,blanco,húmeda,1.3,5.0
venenoso,pescado,rojo,cónico,fibrosa,negro,angosta,ahusada,gris,ninguno,ninguno,morado,agrupada,urbano,sí,naranja,viscosa,8.1,5.7
comestible,almendra,marrón,cónico,escamosa,gris,angosta,agrandada,blanco,grande,ninguno,café,varias,senderos,no,marrón,seca,5.7,6.5
comestible,fétido,marrón,cónico,estriada,negro,angosta,ahusada,gris,evanescente,dos,blanco,solitaria,hojas,no,marrón,viscosa,5.7,10.8
venenoso,creosota,amarillo,hundido,fibrosa,blanco,ancha,agrandada,canela,evanescente,uno,morado,numerosa,urbano,sí,marrón,seca,6.3,8.3
venenoso,creosota,rosa,hundido,escamosa,negro,angosta,ahusada,canela,colgante,ninguno,blanco,abundante,hojas,no,marrón,viscosa,6.5,7.8
venenoso,almendra,blanco,convexo,fibrosa,morado,angosta,ahusada,canela,colgante,dos,café,solitaria,desechos,sí,blanco,viscosa,7.3,5.3
venenoso,picante,rojo,campana,fibrosa,blanco,ancha,agrandada,marrón,evanescente,dos,morado,abundante,pastizal,no,naranja,húmeda,10.0,3.5
comestible,ninguno,marrón,plano,estriada,marrón,ancha,ahusada,marrón,ninguno,uno,blanco,dispersa,urbano,no,marrón,viscosa,5.5,10.0
comestible,picante,rojo,nudoso,lisa,blanco,ancha,ahusada,marrón,colgante,ninguno,café,varias,pastizal,sí,marrón,viscosa,2.5,2.6
venenoso,fétido,marrón,plano,estriada,negro,angosta,agrandada,gris,grande,uno,café,varias,desechos,no,blanco,seca,7.6,7.7
comestible,pescado,gris,plano,lisa,negro,angosta,agrandada,canela,evanescente,dos,café,agrupada,senderos,sí,naranja,húmeda,6.3,9.5
comestible,almendra,gris,plano,fibrosa,gris,angosta,ahusada,rosa,grande,ninguno,blanco,agrupada,pastizal,sí,blanco,viscosa,5.0,7.1
venenoso,fétido,canela,cónico,escamosa,rosa,angosta,agrandada,blanco,colgante,dos,marrón,solitaria,hojas,sí,marrón,viscosa,4.9,7.7
venenoso,creosota,canela,cónico,lisa,verde,angosta,agrandada,canela,evanescente,dos,verde,agrupada,bosque,no,marrón,húmeda,5.1,6.3
venenoso,fétido,rosa,nudoso,fibrosa,marrón,ancha,agrandada,blanco,evanescente,dos,marrón,dispersa,hojas,no,naranja,viscosa,7.1,9.5
comestible,ninguno,gris,campana,fibrosa,marrón,ancha,agrandada,gris,grande,uno,verde,solitaria,pastizal,sí,naranja,húmeda,4.0,8.1
comestible,ninguno,marrón,convexo,escamosa,marrón,ancha,agrandada,rosa,grande,dos,café,agrupada,hojas,no,naranja,viscosa,7.0,10.9
comestible,pescado,marrón,convexo,fibrosa,gris,ancha,agrandada,canela,colgante,uno,negro,numerosa,pastizal,sí,naranja,viscosa,7.0,7.7
comestible,creosota,verde,campana,estriada,verde,ancha,ahusada,gris,colgante,dos,negro,abundante,pastizal,no,naranja,viscosa,6.0,13.7
comestible,anís,amarillo,nudoso,lisa,rosa,ancha,agrandada,marrón,evanescente,uno,café,varias,desechos,sí,naranja,viscosa,4.5,9.7
venenoso,picante,amarillo,hundido,estriada,rosa,ancha,agrandada,gris,grande,dos,verde,numerosa,desechos,sí,blanco,viscosa,6.7,6.5
venenoso,creosota,amarillo,convexo,estriada,rojo,ancha,ahusada,rosa,ninguno,ninguno,café,varias,hojas,sí,naranja,húmeda,4.3,6.9
venenoso,picante,gris,nudoso,fibrosa,morado,angosta,agrandada,gris,colgante,dos,verde,solitaria,pastizal,no,blanco,húmeda,5.8,7.1
comestible,ninguno,canela,plano,fibrosa,gris,ancha,agrandada,rosa,ninguno,ninguno,negro,agrupada,pastizal,no,naranja,húmeda,4.0,6.5
venenoso,mohoso,amarillo,cónico,estriada,rosa,ancha,agrandada,gris,colgante,ninguno,verde,numerosa,urbano,sí,marrón,húmeda,5.9,8.7
venenoso,creosota,amarillo,hundido,lisa,gris,angosta,agrandada,canela,colgante,uno,café,varias,desechos,sí,naranja,viscosa,7.4,5.7
venenoso,mohoso,gris,hundido,lisa,gris,angosta,ahusada,canela,grande,ninguno,verde,numerosa,bosque,no,marrón,húmeda,6.4,7.0
venenoso,picante,rosa,convexo,estriada,rosa,angosta,agrandada,canela,colgante,uno,verde,dispersa,bosque,no,marrón,viscosa,2.5,7.3
comestible,creosota,rosa,convexo,estriada,negro,ancha,ahusada,marrón,colgante,ninguno,negro,varias,pastizal,no,naranja,húmeda,9.2,7.1
comestible,anís,gris,hundido,estriada,gris,angosta,ahusada,gris,colgante,dos,café,abundante,pastizal,sí,naranja,viscosa,5.8,7.3
venenoso,mohoso,amarillo,plano,escamosa,morado,angosta,ahusada,gris,colgante,uno,verde,solitaria,desechos,no,blanco,viscosa,6.4,6.9
comestible,pescado,amarillo,plano,escamosa,morado,ancha,agrandada,rosa,grande,dos,café,agrupada,hojas,sí,marrón,húmeda,4.4,5.6
venenoso,fétido,verde,nudoso,lisa,gris,ancha,ahusada,marrón,grande,ninguno,café,abundante,urbano,sí,marrón,viscosa,7.4,3.8
comestible,pescado,blanco,convexo,estriada,blanco,ancha,ahusada,marrón,ninguno,ninguno,marrón,solitaria,desechos,no,marrón,seca,7.9,9.9
comestible,fétido,amarillo,cónico,escamosa,morado,ancha,agrandada,gris,grande,ninguno,morado,solitaria,pastizal,no,marrón,húmeda,5.4,5.6
comestible,ninguno,rojo,hundido,escamosa,gris,angosta,ahusada,blanco,evanescente,dos,marrón,abundante,urbano,sí,marrón,viscosa,7.2,8.6
venenoso,creosota,blanco,cónico,fibrosa,verde,angosta,ahusada,gris,evanescente,ninguno,morado,numerosa,senderos,no,blanco,viscosa,4.9,11.6
venenoso,fétido,verde,nudoso,lisa,rosa,ancha,ahusada,rosa,evanescente,ninguno,negro,varias,senderos,no,blanco,viscosa,2.6,7.8
venenoso,fétido,rojo,hundido,lisa,marrón,angosta,agrandada,gris,grande,ninguno,verde,dispersa,pastizal,no,naranja,húmeda,9.0,6.0
venenoso,pescado,rosa,convexo,lisa,verde,angosta,ahusada,canela,grande,uno,morado,agrupada,senderos,sí,naranja,seca,5.3,9.2
venenoso,mohoso,blanco,cónico,fibrosa,marrón,angosta,ahusada,blanco,colgante,ninguno,blanco,agrupada,pastizal,sí,blanco,húmeda,8.9,8.4
comestible,almendra,verde,hundido,estriada,morado,ancha,agrandada,gris,colgante,ninguno,marrón,solitaria,urbano,no,naranja,viscosa,7.3,4.0
comestible,ninguno,amarillo,plano,escamosa,rosa,ancha,agrandada,canela,grande,ninguno,café,abundante,bosque,no,naranja,húmeda,5.2,2.1
venenoso,fétido,blanco,campana,escamosa,verde,ancha,ahusada,blanco,ninguno,dos,marrón,dispersa,bosque,sí,blanco,húmeda,5.6,6.7
comestible,pescado,verde,convexo,fibrosa,rojo,angosta,ahusada,canela,grande,ninguno,negro,abundante,senderos,no,marrón,viscosa,7.3,6.1
comestible,ninguno,rosa,plano,estriada,morado,ancha,agrandada,canela,ninguno,uno,blanco,agrupada,urbano,sí,naranja,viscosa,11.4,6.8
comestible,anís,verde,campana,escamosa,marrón,ancha,agrandada,blanco,evanescente,dos,blanco,dispersa,bosque,no,blanco,viscosa,9.3,5.9
comestible,almendra,canela,hundido,lisa,verde,angosta,ahusada,rosa,colgante,uno,negro,solitaria,hojas,no,marrón,viscosa,4.4,7.2
comestible,pescado,canela,plano,lisa,verde,ancha,agrandada,canela,ninguno,uno,blanco,abundante,bosque,no,blanco,húmeda,6.8,9.5
comestible,mohoso,marrón,plano,escamosa,marrón,angosta,ahusada,canela,grande,ninguno,café,dispersa,desechos,sí,blanco,seca,8.4,6.1
comestible,creosota,verde,hundido,escamosa,marrón,ancha,ahusada,canela,ninguno,uno,café,dispersa,bosque,no,naranja,seca,4.9,8.6
venenoso,ninguno,canela,convexo,escamosa,rojo,angosta,ahusada,marrón,ninguno,ninguno,morado,varias,senderos,sí,blanco,húmeda,5.6,7.1
comestible,picante,canela,plano,lisa,negro,angosta,agrandada,gris,evanescente,ninguno,café,numerosa,urbano,no,naranja,seca,6.1,7.2
venenoso,mohoso,amarillo,campana,lisa,rosa,ancha,ahusada,canela,evanescente,uno,blanco,varias,urbano,sí,blanco,seca,3.4,6.8
venenoso,mohoso,verde,plano,estriada,gris,ancha,ahusada,rosa,evanescente,ninguno,negro,numerosa,senderos,sí,marrón,húmeda,7.0,6.3
venenoso,creosota,marrón,convexo,fibrosa,rosa,ancha,ahusada,marrón,grande,ninguno,verde,abundante,bosque,no,naranja,húmeda,1.4,2.2
venenoso,almendra,rosa,convexo,estriada,marrón,ancha,agrandada,blanco,grande,ninguno,verde,agrupada,bosque,sí,blanco,viscosa,11.3,8.1
venenoso,fétido,canela,plano,estriada,blanco,ancha,ahusada,rosa,evanescente,ninguno,marrón,solitaria,urbano,sí,marrón,seca,5.8,6.1
comestible,picante,gris,plano,escamosa,morado,angosta,ahusada,marrón,evanescente,dos,morado,dispersa,bosque,no,blanco,seca,5.5,9.3
comestible,anís,blanco,cónico,escamosa,blanco,angosta,ahusada,blanco,ninguno,ninguno,verde,abundante,bosque,no,marrón,viscosa,7.9,3.6
comestible,pescado,rojo,cónico,fibrosa,rosa,ancha,agrandada,gris,colgante,dos,marrón,agrupada,urbano,sí,marrón,seca,4.3,2.9
venenoso,mohoso,marrón,hundido,lisa,blanco,ancha,ahusada,rosa,colgante,dos,verde,agrupada,pastizal,no,naranja,húmeda,6.3,7.3
venenoso,picante,verde,campana,estriada,verde,ancha,ahusada,blanco,colgante,uno,marrón,dispersa,bosque,sí,naranja,seca,7.3,4.2
venenoso,ninguno,rojo,plano,escamosa,gris,angosta,ahusada,gris,ninguno,ninguno,blanco,numerosa,hojas,sí,blanco,viscosa,4.7,8.6
comestible,fétido,canela,convexo,lisa,blanco,ancha,ahusada,rosa,ninguno,dos,marrón,agrupada,desechos,no,marrón,viscosa,4.9,6.6
comestible,picante,marrón,convexo,lisa,blanco,angosta,agrandada,canela,colgante,ninguno,marrón,solitaria,pastizal,sí,naranja,húmeda,6.2,6.6
venenoso,picante,marrón,hundido,estriada,negro,ancha,ahusada,gris,evanescente,dos,marrón,agrupada,bosque,no,blanco,seca,7.3,4.8
comestible,anís,verde,convexo,lisa,rojo,angosta,ahusada,blanco,colgante,uno,morado,varias,hojas,sí,marrón,húmeda,4.3,7.1
venenoso,ninguno,verde,hundido,estriada,marrón,angosta,agrandada,canela,colgante,dos,morado,abundante,hojas,sí,naranja,seca,9.3,5.7
comestible,mohoso,amarillo,hundido,estriada,rojo,angosta,ahusada,canela,grande,ninguno,negro,varias,senderos,sí,blanco,viscosa,4.8,7.3
venenoso,pescado,verde,campana,fibrosa,marrón,angosta,ahusada,canela,evanescente,ninguno,verde,dispersa,pastizal,no,blanco,húmeda,7.7,5.5
venenoso,picante,amarillo,cónico,estriada,gris,ancha,ahusada,blanco,grande,dos,morado,numerosa,senderos,sí,blanco,seca,3.4,7.9
comestible,fétido,canela,cónico,lisa,gris,angosta,agrandada,marrón,grande,dos,marrón,numerosa,bosque,no,blanco,viscosa,3.8,7.7
venenoso,fétido,amarillo,nudoso,lisa,morado,angosta,agrandada,rosa,evanescente,ninguno,negro,dispersa,pastizal,sí,marrón,seca,9.3,10.3
venenoso,mohoso,verde,nudoso,lisa,blanco,angosta,ahusada,gris,evanescente,ninguno,blanco,solitaria,urbano,sí,marrón,seca,3.9,5.2
venenoso,fétido,canela,campana,estriada,rojo,angosta,ahusada,gris,grande,dos,morado,numerosa,bosque,no,blanco,viscosa,9.2,5.3
venenoso,picante,canela,nudoso,lisa,verde,angosta,agrandada,marrón,grande,uno,blanco,varias,urbano,no,marrón,seca,4.5,1.2
venenoso,creosota,rojo,plano,lisa,rosa,ancha,agrandada,gris,colgante,ninguno,café,dispersa,desechos,sí,blanco,viscosa,10.3,7.0
comestible,anís,canela,convexo,lisa,morado,ancha,ahusada,marrón,ninguno,dos,marrón,solitaria,desechos,no,naranja,viscosa,4.5,8.4
comestible,almendra,gris,campana,estriada,negro,ancha,agrandada,blanco,ninguno,ninguno,café,dispersa,desechos,sí,naranja,húmeda,6.6,8.4
comestible,almendra,rosa,campana,lisa,rojo,angosta,ahusada,canela,colgante,ninguno,negro,solitaria,bosque,sí,marrón,viscosa,4.5,2.5
comestible,anís,rojo,cónico,lisa,morado,angosta,agrandada,marrón,ninguno,uno,verde,agrupada,bosque,sí,marrón,seca,6.5,6.4
comestible,anís,marrón,convexo,fibrosa,negro,angosta,ahusada,rosa,ninguno,uno,marrón,dispersa,senderos,no,blanco,viscosa,4.2,7.7
venenoso,anís,marrón,convexo,escamosa,blanco,ancha,agrandada,canela,grande,dos,morado,numerosa,bosque,sí,marrón,seca,11.1,6.1
venenoso,almendra,blanco,nudoso,escamosa,negro,ancha,ahusada,canela,colgante,ninguno,verde,agrupada,urbano,sí,naranja,seca,2.1,8.1
comestible,ninguno,canela,hundido,lisa,negro,ancha,ahusada,gris,ninguno,ninguno,café,varias,pastizal,no,marrón,húmeda,4.3,4.1
venenoso,fétido,rojo,campana,lisa,rosa,ancha,ahusada,rosa,ninguno,uno,morado,numerosa,desechos,no,naranja,viscosa,3.8,6.1
venenoso,mohoso,blanco,hundido,estriada,rosa,angosta,agrandada,canela,grande,uno,negro,abundante,senderos,no,marrón,viscosa,8.5,5.3
comestible,anís,rojo,nudoso,fibrosa,negro,ancha,agrandada,marrón,grande,uno,verde,agrupada,senderos,no,naranja,húmeda,7.7,6.5
venenoso,pescado,marrón,campana,fibrosa,blanco,angosta,agrandada,marrón,grande,dos,verde,varias,senderos,sí,marrón,viscosa,4.5,5.6
comestible,anís,gris,convexo,estriada,negro,ancha,agrandada,marrón,evanescente,dos,morado,abundante,senderos,no,marrón,viscosa,6.7,7.1
comestible,picante,rojo,hundido,escamosa,verde,ancha,ahusada,marrón,ninguno,uno,marrón,abundante,senderos,no,blanco,viscosa,7.6,3.5
venenoso,pescado,blanco,convexo,escamosa,marrón,ancha,agrandada,gris,grande,uno,verde,agrupada,urbano,sí,blanco,viscosa,4.9,4.6
comestible,mohoso,rojo,convexo,estriada,rojo,ancha,agrandada,marrón,colgante,ninguno,negro,numerosa,desechos,no,blanco,seca,9.2,8.4
